text	sentiment
as played by brenda blethyn , cynthia comes close to being a caricature , with her nervous , somewhat disconnected way of talking . 	1
but she's really just right for the role of someone who inspires sympathy and yet strains the tolerance of those around her , precisely because she's so needy of love , perhaps . 	1
indeed , the whole cast gives warmly rounded , detailed performances . 	1
the script was developed partly through improvisations , and the fusion of cast , script and director shows best in the party scene - seemingly everyone is talking at the same time , and yet many subtle observations are being made throughout . 	1
in a very different way , but also using a long single shot , the scene of hortense and cynthia's first meeting in a lonely caf=8a achieves a touching intensity , all the more for their reticence and unspoken feelings . 	1
the film's climax - with all the secrets and lies finally spilled out in ibsen-esque revelations , and everybody hugging each other - is the one thing that seems false about this film . 	1
however , it's a film that truly earns its happy ending after the misery and repression of the character's lives . 	1
when cynthia says near the end , this is the life , innit ? , you get the sense that , following the cynicism of his last film naked , leigh has rediscovered that life can be sweet after all , without comforting illusions . 	1
the flying inkpot's rating system : * wait for the video . 	1
 * * a little creaky , but still better than staying at home with gotcha ! 	1
 * * * pretty good , bring a friend . 	1
 * * * * amazing , potent stuff . 	1
 * * * * * perfection . 	1
see it twice . 	1
richard linklater's " slacker , " made in 1991 for a budget of only $23 , 000 , immerses itself in the twentysomething , college-town culture of austin , texas . 	1
most of these characters are either unemployed or work jobs that are apparently too menial to be worth mentioning . 	1
their lifestyle is a sort of passive resistance to the idea that people should go out and actively pursue a career after graduation ; they seem content to sit around spouting off about the inadequacy of american democracy , the pervasiveness of slave morality , the subtle messages in pop culture , and such . 	1
ask them what they've been doing lately , and they'll more likely than not reply , " oh , you know , just hanging out . " 	1
linklater uses an interesting technique to examine these characters : the camera follows one person for a few minutes , then someone else walks by and the camera follows that person , who walks into a diner just as another person is walking out the door . 	1
 . 	1
 . 	1
 . 	1
it's certainly a lot of fun listening to these characters talk : some of them are clearly very intelligent and have some genuinely insightful ideas , some of them are just plain weird , and some of them think their ideas are a lot more profound than they really are . 	1
the opening monologue , delivered by linklater himself to a taxi driver , tosses around ideas about alternate realities that nicely set up the meandering structure of the film . 	1
other characters along the way offer observations about everything from dating relationships to the history of anarchist philosophy , while groups of pseudo-intellectuals kick around ideas about the nobility of sitting around and doing nothing or the subtle bribery-based morality in " scooby-doo . " 	1
for the most part , however , the best moments are the ones involving the slightly unhinged types . 	1
near the beginning , a paranoid man follows a pedestrian for several blocks , warning him about government conspiracies involving everything from global warming to secret colonization of mars . 	1
another man seems to be collecting televisions , keeping at least fifteen sets running at the same time and playing tapes of a graduate student who recorded himself having a nervous breakdown and destroying the camera . 	1
and in a scene that drew a big laugh from everyone present when i saw the film , a man tries to achieve closure after a failed relationship by reciting poetry on a bridge and then throwing a typewriter into the creek below . 	1
the only problem with " slacker " is that it starts to run out of steam towards the end . 	1
since linklater only spends a few minutes with each character , the introduction of the new characters gets repetitive after a while . 	1
there are only so many times you can hear , " hey , what's going on ? " 	1
 " not much , what are you up to ? " 	1
 " nothing really , just hanging around , " before it gets on your nerves ; the film might well have benefited from a slightly slower pace and a little bit more characterization . 	1
and the dialogue in the second half of the film is by and large not quite as interesting as that in the first half ; a jfk buff , for example , seems like a pale imitation of the previous conspiracy theorist , and many of the characters just generally aren't as weird or unique . 	1
instead of depicting a city populated by mostly normal people and then showing us the strangeness that we might not have noticed at first , linklater shows us the oddballs first , then stops and reminds us that ordinary people live there too . 	1
 " slacker " is a good film and a wonderfully offbeat and entertaining comedy , whatever its flaws , and its status as a cult classic is well-deserved . 	1
i just can't help but think it might have been even better if linklater had slowed down a little bit and filmed these scenes in reverse order . 	1
 " a breed apart " casts rutger hauer as a crazy , bird-loving recluse who picks his feathered friends over kathleen turner . 	1
a bit hard to swallow ? 	1
that's only the first of many improbabilities in this film . 	1
hauer stars as a man obsessed with keeping the birds on his island safe , while boothe plays a guy hired to steal a couple of rare eagle eggs by a rich egg collector . 	1
turner is the woman caught between the two men . 	1
 " a breed apart " isn't a bad movie , exactly . 	1
indeed , i found myself rooting for both the hauer and boothe characters , even though their goals couldn't be more different . 	1
the problem with the film is that there are just too many inconsistencies . 	1
for example , early on in the film , hauer physically assaults two drunken rednecks shooting at " his " birds . 	1
later on , the rednecks come back for revenge with four other people , and hauer kills a few of them . 	1
i have a tough time believing that the police wouldn't get involved at that point . 	1
another problem is the silly love-triangle that develops . 	1
i didn't care one way or the other who ended up with turner . 	1
i was more interested in finding out which of the two men would be victorious in their respective missions . 	1
however , despite this uninteresting sub-plot , turner did manage to give a great performance as the woman who reminds the two men that sometimes there's more to life than money and birds . 	1
as for hauer , he's an actor i've always admired . 	1
he has a penchant for picking strange and unusual characters . 	1
and this one is no exception . 	1
he's frequently seen riding around his island on a white horse , wearing pirate's clothing , and holstering a cross-bow . 	1
despite all his eccentric mannerisms , though , hauer always manages to let the human side of his character shine through . 	1
for example , there's a scene in which he barks at turner and her son because they came onto his island a day early . 	1
he comes off as crazy loner in that scene , but a few minutes later , he is apologizing to turner , and we believe his intentions . 	1
soon after , we find out he's a vietnam vet , and his actions become fairly clear to us . 	1
 " a breed apart " isn't a great movie by any means , but it does contain good performances by all three leads , and it's worth seeing for that reason alone . 	1
titanic is so close to being the perfect movie it's upsetting that it isn't . 	1
the film , which cost $200 million+ to make and could of put 20th century fox into a lot of finicial trouble if it 'sunk' ( pun intended ) is a labour of love for cameron , who wrote and directed the film . 	1
we all know that big budget dosen't mean great film ( see waterworld ( 1995 ) ) but titanic is far superior to kevin costners waterlogged epic . 	1
but sadly , titanic just misses the mark of masterpiece ( although it is one of cameron's best films ) 	1
the film starts with present day explorers searching the runied titanic . 	1
they find a safe , and inside a picture of a woman . 	1
the woman in the picture ( an old winslet ) tells the explorers that the picture is of her . 	1
the explorers invite her over , and she then tells her story of titanic . 	1
in the flashback , dicaprio plays poor boy jack dawson , who , after winning a poker game , wins two tickets to board the grand ship titanic , leaving liverpool to go to america . 	1
also boarding the ship is rich woman rose dewitt bukater ( winslet ) who is being forced into a marriage with a man she dosen't love at all , cal hockley ( zane ) so her family can remain rich . 	1
she nearly commits suicide on the ship , but jack comes to the rescue , saves rose , they fall in love , and cal gets jealous and eventually tries to kill them . 	1
oh yeah , and the ship sinks . 	1
and that is the main problem with the film , and which stops it from being a work of genius . 	1
the story and script ( both by cameron ) are both weak . 	1
the story is full of cliched characters , ( the creepy man who the nice girl has to marry , the poor boy with heart , the stuck-up mother ) and poor dialogue ( the script consists of lots of in-jokes of how the boat won't sink , and most of the dialogue is pretty basic ) it's a shame really , as the audience does have to sit through 3 hours of this film . 	1
without good dialogue , a film could become a very long , very boring film ( like camerons own terminator 2 , 1992 ) but , luckily , there are some redeeming features that make the story and dialogue problems just disappear . 	1
firstly , there's cameron's direction . 	1
there are some great sweeping shots of the titanic , and some clever fades between the flashback titanic and the ruined titanic . 	1
but the scenes cameron directs especially well are the disaster scenes at the end . 	1
there is a lot of mayhem and panic , all done very well by cameron . 	1
it's a scary sight , watching bodies fall from great heights into the watery depths below . 	1
thanks to cameron's direction , then , the audiences attention is held for the full 3 hours 15 minutes . 	1
to support the directing are the excellent cast , working very well with their underwritten characters . 	1
dicaprio is good , although he only looks 16-17 years old . 	1
his performance of a over excitiable , yet also well mannered boy is excellent , and he also has some funny lines . 	1
winslet is great also , and her transistion from a well mannered rich girl to a rebelous young adult is pretty smooth . 	1
zane is deliciously evil as cal , saying every line with a sneer and a flicker of the eye lash . 	1
the audience really does come to hate him . 	1
he may be playing the same character he plays in every film he's in ( like dead calm , 1988 ) but he does it really , really well . 	1
also worthy of note is kathy bates ( edward scissorhands , 1990 ) as a loud mouthed american . 	1
finally , the icing on the 'great things' cake are the special effects . 	1
cameron is a whiz with effects ( just watch aliens ( 1988 ) , terminator 2 and true lies , 1994 ) and they are used very well throughout . 	1
the sweeps of the ships are awesome , although digital domain , who did the effects , cannot animate human movement too well . 	1
the humans seem to move to 'smoothly' , there's just something odd about them . 	1
you can tell that they have been animated on a computer . 	1
of course , the ship sinking scenes are awesome , with bodies flying all over the place , and the scene where the ship splits in half has to be seen to be believed . 	1
titanic is one of the only films where effects have reinforced the film . 	1
titanic , then , is a wonder of directing , acting and cgi , but not writing and story . 	1
again , like most of camerons films , the editing is loose ( cameron edits himself ) , and the film could of come in under three hours with a few more cuts . 	1
titanic , then , although not the godfather of movies it could of been , is a wonderful attempt at creating a work of genius . 	1
enjoyable , scary , and even sad , titanic is a film cinema was invented for , filling the screen with incredible images , and assaulting the ears with awesome sound . 	1
a superb film , but sadly not perfect . 	1
overall rating= ( 	1
on seeing the outrageous previews for bulworth one wonders what plot could possibly allow beatty get away with making those statements ( in case you missed it , warren beatty plays a politician on the campaign trail . 	1
he says to a black congregation " . . . if you can't cut down on malt liquor and chicken wings and get behind someone other than a running back who stabs his wife , you're never gonna get rid of me . " ) 	1
well , there is such a plot , and it works very well in this comedy . 	1
beatty plays jay billington bulworth , a long-time democratic senator from california . 	1
the movie opens on a painfully repetitious montage of bulworth's latest commercials condemning affirmative action . 	1
the montage is ironically intercut with pictures of martin luther king and bulworth in his youth working with jack kennedy . 	1
when we finally lay eyes on bulworth he is morosely weeping in front of his tv , having gone without food or sleep for days . 	1
his campaign is entering the final weekend before the primaries but his depression has sunk in too far for him to care . 	1
first he calls a lobbyist from the insurance industry to get a bribe - a $10 million life insurance policy in his daughter's name . 	1
then he calls an associate to arrange for his own assassination . 	1
his assistant murphy ( oliver platt ) is oblivious to bulworth's suicidal state and drags him to his speaking engagements . 	1
bulworth halfheartedly reads his speech at an african-american church , then takes questions from the audience . 	1
he is hit hard with questions about his voting record . 	1
he had promised money to help rebuild the community after the riots , and it hasn't shown up . 	1
since he's a dead man anyway , he figures he'll answer truthfully : he and bill clinton and newt gingrich came to l . a . for the photo opportunity . 	1
they made some promises that improved their public image for a while , and then counted on the media and the public to eventually forget about the promises they made . 	1
the shock and outrage from the congregation grows , the questions keep coming , and he keeps shooting back honest , if ugly , answers . 	1
 ( before i go further , i'd like to make a distinction that the denver post failed to make , and that is that characterizing african-americans as malt-liquor drinking o . j . 	1
fans is not part of bulworth's " truth . " 	1
that line is in the trailers but it should not be praised like the other political confessions he makes in the movie . 	1
when the critics praise beatty for speaking the truth about politics , this line is not what they're talking about . ) 	1
the experience is liberating . 	1
with nothing left to lose , bulworth is no longer restricted to burping generic platitudes out of both sides of his mouth . 	1
he can say whatever he wants because he's going to be dead anyway . 	1
why not tell the people the truth about being a sleazy politician - that he is bought and paid for by lobbyists , and that racism among the populace protects politicians from being the target of charges of classism ? 	1
bulworth's candor wins him three volunteers from the church , one of whom , nikki ( halle barry ) , he gets a crush on . 	1
he feels so good afterwards that he actually eats something . 	1
chicken wings , appropriately enough . 	1
bulworth shows up late for his meeting with some movie studio executives . 	1
when one of them asks where he stands on government regulation of movie and tv ratings , bulworth drifts to the topic of the quality of filmed entertainment . 	1
with so much money and so many talented people working so hard , he wonders , why can't hollywood make a quality product . 	1
 ( you go , warren ! ) 	1
when they become indignant and ask why he's talking to them if he has such a low opinion of their product , he callously admits that it's because they are rich jews . 	1
that night he drops the three african-american volunteers at their nightclub , and he decides to go in with them . 	1
he stays up all night drinking , smoking pot , dancing , falling in love with nikki , and learning to scratch turntables and rap . 	1
the next day , he shuns his prepared speech and instead raps to the suit-and-tie fundraisers . 	1
from then on , at all of his political appearances , he raps his political truth . 	1
his rap is not bad for a middle-aged white guy . 	1
he's not very good , but it is his first try and at least he's not embarrassingly bad . 	1
his lobbyists are not amused , but the rest of his constituency seems to like the new bulworth . 	1
eventually , the movie's plot ( remember he hired a hit man ? ) 	1
overtakes the politics , which is too bad . 	1
screen time is spent with bulworth trying to cancel the request for his assassination while the hit man seems to be closing in on him . 	1
there are even a few gratuitous chase scenes , bulworth fleeing his killer . 	1
these scenes may have been necessary to keep the events of the film moving along , but it distracted and detracted from bulworth's political ranting , which was much more interesting than the ever-present , obvious-looking assassin . 	1
still , most of the movie is original and very enjoyable , and beatty deserves most of credit for bringing it to the screen . 	1
as the story and screen writer , he came up first with a good structure , then with good dialogue to back it up ( jeremy pikser co-wrote the screenplay ) . 	1
as an actor , he was able to convincingly portray bulworth's depression , then liberation and rebirth . 	1
as a producer ( there were four others ) he was able to keep the movie free from hollywood's indulgent formulas ( except for those inexcusable chase scenes ) . 	1
someone else probably could have directed , but since he was there anyway , what the heck . 	1
it's too bad that there aren't more movies like this around - movies that tackle political corruption in a way that challenges viewers to pay more attention to real politics . 	1
after all , much of the inspiration for bulworth is straight out of the news . 	1
just a little perception and insight and you could write your own bulworth rants . 	1
just don't expect to be popular with the insurance companies . 	1
american pie acknowledges a cold , hard fact that most movies don't : it is very difficult to get laid . 	1
its four virgin heroes are jim ( biggs ) , a chronic masturbator , kev ( nicholas ) , who desperately wants to deflower his girlfriend ( reid ) , oz ( klein ) , a lacrosse player whose approach requires some fine tuning , and finch ( eddie kaye thomas ) , a germphobe ( his crass nickname is hilarious , but i won't spoil it here ) who pays a classmate to spread rumours about the size of his member . 	1
jim , kev , oz and finch attend a high school in suburban michigan full of so many impossibly beautiful women it's no wonder they're horny all the time . 	1
after a party at their studly friend stifler's ( seann william scott , in the film's sharpest performance ) house leaves them sexually unsatisfied , the quartet make a pact : to " lose it " by graduation-specifically , prom night , which is only a few weeks away . 	1
american pie is in the tradition of bachelor party or revenge of the nerds . 	1
almost every conversation these characters have revolves around makin' whoopee . 	1
all women are there to be ogled . 	1
 ( alyson hannigan's perky music student is the only memorable female of the bunch . ) 	1
situations abound that defy logic only to arouse and/or amuse its core audience , adolescent boys . 	1
 ( to arouse : nadia's ( shannon elizabeth ) internet striptease-an unexpectedly raucous ( and guiltily pleasurable ) sequence . 	1
to amuse : jim's lusty encounter with a hot apple pie . ) 	1
what differentiates american pie from those dirty eighties comedies , aside from a very nineties obsession with bodily fluids * , is a cast that's light years more appealing than that of , say , just one of the guys . 	1
two more standouts : klein and " sctv " 's eugene levy . 	1
klein plays a kind-hearted athlete for the second time in a row , after alexander payne's underappreciated election . 	1
i hope to see more of this warm actor with the disarmingly honest face very soon . 	1
levy's is the most crowd-pleasing performance , and indeed , it's nice to see him back on the big screen in a role that makes wonderful use of that expressive brow . 	1
american pie also wants to emulate the teen flicks your parents _would_ let you watch growing up . 	1
it skillfully employs a broad mix of pop tunes , much like john hughes' movies did , and even pays homage to the breakfast club a couple of times , most evidently when the prom band covers simple minds' " don't you ( forget about me ) . " 	1
the picture ultimately has a healthy , if obligatory , attitude towards safe sex-even at their most libidinous , american pie's protagonists first whip out a condom . 	1
the filmmakers prove that socially responsible raunch is possible . 	1
for its familiarity and for its charming leads , i recommend american pie , but the buzz on this film had me expecting something . . . fresher . 	1
as far as the new teen cinema goes , it's at the top of the heap . 	1
 * don't say i didn't warn you about the party scene . 	1
the 1998 summer movie season is still in its infancy . 	1
but after diasappointing films such as " godzilla " and " fear and loathing in las vegas " , it would be nice to see a really good film . 	1
but i doubt you could have expected this . 	1
the truman show is one of the most unique films i have ever seen , and it deserves a spot on the " decade's best " list . 	1
there is no way to isolate any single component of this picture and proclaim , " yes , that's what makes this film great . " 	1
the blend of peter weir's masterful ( and in many ways brilliant ) direction , peter biziou's stunning photography and jim carrey's performance is what makes this film work so fantastically . 	1
there is something strangely beautiful about every shot in the truman show . 	1
it may be the use of color or the placement of characters in the frame , but everything about this film looks intentional and perfect . 	1
carrey has made a very wise choice . 	1
by playing mild-mannered truman burbank , he allows himself enough room to be comical , and therefore not alienating his true fans , while still showing a vulnerable and human side . 	1
that is a side which has been missing from nearly every major character he has played in his numerous commercial successes . 	1
truman burbank was born to an audience of millions . 	1
he was chosen before birth to be the focus of a 24 hour television show . 	1
everything in his environment is controlled by a team of technicians , led by the show's director , christof ( played by ed harris ) . 	1
everyone in truman's life is an actor or an extra . 	1
they are all being watched by millions of people around the globe , people who can tune in at any time of the day to see what is happening in truman's life . 	1
but he is the only person that is not aware of it . 	1
the classification of the truman show may be tricky . 	1
the audience reacted to many of truman's revelations with laughter . 	1
i did not laugh much during the film because i was so emotionally wrapped up with the character . 	1
the things that made the audience laugh gave me glassy eyes , because what was happening to him , indeed what had been done to him his whole life was wrong . 	1
so is this going to end up labeled as a comedy ? 	1
a drama ? 	1
it really depends on the audience . 	1
but to me , the truman show was a touching , sad tale about the extents to which a corporation will go to exploit human life for the entertainment of others . 	1
but above all else , the truman show was a stunningly beautiful picture with humor , heart and scary realism . 	1
oscar predictions in june are pointless , but if the truman show had been released on schedule in late fall or winter of 1997 , as originally planned , james cameron would be oscar-less . 	1
one way of telling if a film is good or not is by the length . 	1
if a film is only 90 minutes , but feels like 300 minutes , then it's crap . 	1
but if a film last 2 1/2 hours , and feels like 90 minutes , then it's excellent . 	1
boogie nights falls into the latter catagory . 	1
the director , anderson , delivers a funny , hip , yet sometimes violent film , which flies along . 	1
mark whalberg , a . k . a 	1
marky mark , plays eddie adams , a seventeen year old with a certain 'gift' in the midriff area . 	1
jack horner ( reynolds ) is a adult film director , who decides that eddie would be great in the adult movie business . 	1
after running away from home , eddie joins jack , changes his name to dirk diggler , and starts making erotic movies . 	1
in the movie business , dirk meets a whole load of characters ( which the film introduces very quickly and slickly ) such as scotty ( phillip seymour hoffman ) , rollergirl ( graham ) amber ( moore ) and floyd ( phillip baker hall ) , and little bill ( william h . macy ) all the characters are well written , well played , and the audience gets to know them pretty well , thanks to the excellent script . 	1
we learn about ambers grief about not being able to see her child due to a divorce , rollergirls hard time at school , and little bills wife , who sleeps with everyone except her husband . 	1
but the best thing about the excellent boogie nights is paul andersons direction and writing . 	1
the direction is fast , thrilling , and never holds up . 	1
there are some great shots , some lovely steadiocam and handheld camera sequences , and lots of other neat directional touches . 	1
the writing is fabulous , with some intelligent dialogue , some funny dialogue , but none of the dialogue is crap , like most hollywood films ( such as the lost world : jurassic park ( 1997 ) , or tommorow never dies ( 1997 ) . ) 	1
boogie nights really is a spectacular feat of direction and writing , on par ( and sometimes betters ) quentin tarantino's films resevoir dogs ( 1992 ) and pulp fiction ( 1994 ) 	1
the soundtrack is also excellent . 	1
like american graffiti ( 1973 ) , the film features some great old songs on the soundtrack , which heightens the atmosphere , and gives the film an extra lift . 	1
also , the costumes are great . 	1
the clothes really do look like what people wore in the seventies and eighties . 	1
the film , although excellent , does have some flaws . 	1
firstly , wahlberg , although excellent , cannot do highly scenes which require him to be angry . 	1
in both scenes where he has to act angry , his acting is so 'off' , the scenes tension and anger is lost . 	1
but the rest of the cast are excellent . 	1
burt reynolds is brilliant , julianne moore shows real emotion , and william h . macy is great aswell ( but he always is . ) 	1
another flaw with the film , though , is that the ending seems a bit tacked on . 	1
it seems anderson saw the film was going on a bit , and needed to wrap up quickly . 	1
it's a shame , really , as the rest of the film is perfectly paced . 	1
but they're small niggles really . 	1
boogie nights is an excellent film . 	1
superb directing , writing , acting and music , all combine to make one spectacular film . 	1
whatever you do , do not miss out on boogie nights . 	1
it's ironic that the best films in cinema history are invariably the original director's cut of the film . 	1
films such as aliens , the abyss , the wild bunch , blade runner , and terminator 2 are all prime examples of a filmmaker's integrity , later chopped up or mucked with by the studio . 	1
the advent of the dvd format has provided a more accessible way to get these original cuts to the public and provide to film freaks like myself the ability to become further enraptured by the extension of such classic films . 	1
the dvd release of the original international version of luc besson's 1995 masterpiece the professional , which is known as l ? on around the world , is a prime example of how a good film can become an instant classic as a director's cut . 	1
for years , i have heard of an " international " version available only in laserdisc format , which has eluded me for years . 	1
i even bought a laserdisc player from my uncle don for 100 bucks just to watch certain directors' cuts - including l ? on . 	1
but after countless searches in laserdisc stores , i could never find it . 	1
until now . 	1
the film follows the story of l ? on , played by jean reno , a professional hit man for an italian mob crew run by danny aiello . 	1
he lives next door to a ferociously independent 12-year-old girl named mathilda - played by then newcomer natalie portman , whose father is involved in drugs and crooked cops . 	1
one day , a crew of the cops - lead by gary oldman in an over-the-top performance - kills her entire family while mathilda is out buying groceries . 	1
taking pity on her , l ? on hides her in his apartment when she returns to save her life . 	1
mathilda learns of l ? on's hit man profession and decides to follow in l ? on's footsteps as a " cleaner . " 	1
she then falls in love with him and manages to reawaken emotions within l ? on he has kept locked away as part of his profession . 	1
at this point , the differences in the american version and the international version really kick in . 	1
the international version contains an additional 24 minutes of footage that pertains directly to the relationship of l ? on and mathilda , footage that american censors deemed " too explicit . " 	1
i assume that american censors feel that defining character development is too much for american audiences to handle . 	1
the best part of this extra footage is that gives better understanding of both mathilda's and l ? on's motivations pertaining to later actions involving oldman and his crew of bad cops . 	1
there's even a previously unseen cameo by the great french actor jean-hugues anglade - star of queen margot , besson's la femme nikita , and killing zoe . 	1
with these additional scenes replaced , l ? on and matilda's relationship brings you emotionally closer to the film and draws stronger bonds between the characters that were murky in the american version . 	1
the most ironic thing about the international version of the film is that with the inclusion of the missing scenes , the film becomes primarily a heavy , emotional drama punctuated with big action scenes at the beginning and the end of the film . 	1
the film betters reflects the serious drama of french cinema but is laced with pieces reflecting the brutality of american cinema . 	1
my advice to everyone out there is to throw away your copy of the professional , throw down twenty bucks , and pick up this newly restored cinematic masterpiece . 	1
director/writer : luc besson producer : luc besson , claude besson starring : jean reno , natalie portman , gary oldman , danny aiello 	1
while it was part of former yugoslavia , my country , croatia , used to be almost completely ignored by western films in general . 	1
words " croatia " and " croatians " were unheard , even in movies whose plots actually took place on croatian locations . 	1
the rare exception was the dogs of war , 1980 adaptation of frederick forsyth's bestselling novel , yet that rare occasion only added insult to the injury , by mentioning croatians in most unflattering context . 	1
in a single line they are referred as a bunch of mean people , probably terrorists , who happen to remove parts of arm dealers' stomachs when they are unsatisfied with the quality of merchandise . 	1
same line also illustrates the milieu where the movie takes place - dark and violent world of shady international deals with the blurred boundaries between business , politics and crime . 	1
the movie protagonist , shannon ( christopher walken ) is a mercenary who spent the best years of his life fighting numerous little wars all over the globe . 	1
his latest job is a intelligence mission for powerful mining corporation that demands information about political climate in west african nation of zangaro . 	1
shannon arrives in that country only to find oppressive regime of president kimba , bloodthirsty madman whose brutality crushed any opposition and scared almost any westerners away . 	1
after being arrested and tortured by kimba's secret police , shannon leaves country with a help of british journalist north ( colin blakely ) . 	1
upon return , he is approached by mining company again , but this time they want him to plan and execute the coup d'etat against kimba . 	1
shannon reluctantly agrees and assembles small group of his surviving mercenary friends who begin meticulous preparation for another small war . 	1
thing that separates the dogs of war from conventional action movies , especially those made in 1980s , is its authenticity , almost close to documentary . 	1
it shouldn't surprise anyone , because the author of the novel , frederick forsyth , made reputation by blending fiction with real life , thus creating interesting , exciting yet very believable plots for his books . 	1
those plots were also responsible for few very successful 1970s thrillers , and one of them , zinnemman's the day of the jackal , is now considered a classic in that genre . 	1
this one deals with soldiers of fortune , ancient tradition that was resurrected in great turmoil of 1960s and 1970s and filled the void left by vanishing colonial empires . 	1
unlike wild geese , that used it as a pretext for conventional action adventure , script by george malko and gary de vore ( author whose death last year became real life mystery ) is serious , and instead of action puts emphasis on characters and prosaic details of their work . 	1
the movie doesn't try to romanticise the mercenary profession nor glorify mercenaries as some kind of superheroes ; they are simply shown as deadly yet expendable tool of powerful forces with questionable agenda . 	1
christopher walken played in many movies , yet very rarely we can see him in a leading role . 	1
his performance in this film perhaps isn't breathtaking , yet adequate . 	1
his notoriously expressionless face is perfect illustration of the disillusioned , world- weary man whose alienation from the " normal " way of life becomes complete and only remaining ideal is loyalty to the shrinking circle of friends . 	1
although the movie doesn't lack capable actors , their roles are miniature compared with walken's , and only colin blakely as cynical reporter has opportunity to portray his character . 	1
however , those who look familiar faces would find them plenty in the dogs of war - tom berenger , paul freeman , jo beth williams , victoria tennant ( in brief cameo ) , and biggest surprise is ed o'neill ( of married with children fame ) as shannon's reluctant colleague . 	1
this was the first major production for john irvin , and it shows why he earned the reputation of capable , yet second class director . 	1
with the good script he can make very good movie , with the bad script he can make real mess . 	1
luckily , the dogs of war had a good script . 	1
irvin's direction was very ascetic and it gave the movie almost documentary feel . 	1
the only distraction is dramatic music of geoffrey burgon , used on the wrong places . 	1
in the final battle scene , where we can see mercenaries at work , irvin shows us that modern warfare means superior firepower and tactics , unlike 1980s ramboesque fantasies that rely on macho superheroes . 	1
unfortunately , by making battle realistic irvin made it somewhat less attractive and his sloppy editing also didn't help . 	1
but , despite those shortcomings , this movie remains interesting and rare combination of action thriller and gritty , realistic political drama . 	1
the happy bastard's quick movie review 	1
analyze this 	1
how does one do a comedy focused on the mob ? 	1
well , a few years ago , there was a sly little comedy called the freshman , which had marlon brando doing a romp of a send-up of his famous don corleone character and , recently , the utterly stupid ( in a bad way ) movie mafia ! 	1
failed to really get the joke . 	1
this time around , however , warner bros . may have gotten it right with analyze this , a movie that hits its targets more than it misses . . . and 	1
for plenty of reasons . 	1
the story goes like this . 	1
a mobster ( robert deniro ) finds himself receiving several panic attacks as of late , fueled by the stress of an upcoming mobster meeting and a near-death following a drive-by shooting . 	1
it's these attacks that prompt him to hire a psychiatrist ( billy crystal ) who's mostly reluctant to take the mobster's case for two reasons . 	1
first , of course , he's a mobster , but secondly , he's trying to get married and enjoy a quiet honeymoon with his wife ( lisa kudrow ) and kid . 	1
and , of course , he can't rest worth for a moment because the mobster's goons are always needing the shrink for something , be it a quick consultation or dream analyzation . 	1
fortunately , the movie is played out for plenty of laughs . 	1
director harold ramis ( who also helmed the comedy multiplicity , which wasn't half bad ) keeps the tone peppy and light , even if it's sometimes sprinkled by slight dramatic moments ( shootings can't always be taken for laughs , you know ) . 	1
deniro does some of his finest comic work since the king of comedy , giving off a somewhat similar performance to his role in goodfellas , but with a bit of a lighter heart . 	1
 ( a scene where he tries to display his anger over the phone and fails miserably is hilarious . ) 	1
crystal plays an excellent straight man to deniro's character , uplifting him from such bombs as father's day and my giant . 	1
kudrow is also a hoot as crystal's wife-to-be , who's on the verge of a breakdown thanks to deniro's presence . 	1
is the movie perfect ? 	1
not really , thanks to a simplistic ending and some slightly wasted moments with a character portrayed by chazz palminteri ( he's a comic actor , too , come on , give him some more ! ) , but it is an enjoyable romp that lets deniro do something different but same for a change , taking his dramatic act to a new field of comedy . 	1
kudos to crystal and kudrow for not just making it his show , either . 	1
line of the movie : crystal : " when you said you needed family therapy , this is not the family i had in mind ! " 	1
this is a film about secrets , some that are innocent like those of a cute little farm girl , frances boyd ( ashley ) . 	1
others that are between a married couple that is impacting their relationship , like the problems of infertility affecting this upwardly mobile couple , geoffrey gaines ( stephen ramsey ) , the medical researcher working for a big corporation called fex and striving to get a patent for his experiment and become recognized in his field , and his artist wife , lillian ( miriam healy-louie ) , who reluctantly stands behind her husband suppressing her natural artistic tendencies in order to make the marriage work . 	1
and , still other secrets that have a greater implication for the world and are deadly in a political sense , of science carried out by the big corporations like it was a business run for the bottom line . 	1
receiving a summer grant to study " chemo-electric therapy , " geoffrey and his wife are hoping that a summer spent away from the intensity of the big city will bring back the romance that is dwindling from their marriage and that the casualness of the country atmosphere will give them more time together , as their three-year marriage has become shaky because he is more interested in his work than he is in her . 	1
he has slyly managed to keep his work as secretive as possible by locking himself in the lab , which is off limits to her , as he secretly goes about conducting experiments on rats and mice , convincing her that what he is doing is to benefit humanity with possible new treatments and cures to illnesses . 	1
his main argument is , that this is what the public wants , they don't want to hear about how some animals had to die because of these experiments , they just want the benefits of science . 	1
that he is depicted as a monster creating another monster , much like frankenstein was created , is the argument skewed by the director against his bad science ( science as a business ) as opposed to the good science ( science that cares about the small farmer ) , which is represented by the handsome and almost perfect gentleman , alex vine ( david ) , a young ecologist who chooses to work in the field , trying to get the farmers to go back to organic farming . 	1
he is hired by the university to monitor the dangers of pesticides and all the chemicals the farmer is almost forced to use to survive financially , as it is doing irreparable harm to him and the consumer because of all the health risks attached to this new way of farming , methods that have just come about in the last thirty- years and are being pushed by the big companies to enhance their profit margins . 	1
the third view in all this is the artist's , represented by lillian , who points out that the artist's work is shown in public and scrutinized constantly , " why shouldn't the same be true of the scientist ? " 	1
